target	rt.m	rt.sd	rt.n	zrt.m	zrt.sd	zrt.n	acy	acy.n	nbphon	puPhon	pld20	accd	fb	ff	ft
tresse	1008.6412	145.73295	45	-0.2267703875	0.7544827	45	0.9574468	47	4	4	1.25	619	1.21999998	0.83	2.05
tresser	974.949	174.39429	47	-0.5883226499	1.0138497	47	1	48	5	3	1.6	504	1.69	0.34	2.03
treuil	988.9866	148.42169	39	-0.5003249566	0.9134448	39	0.8125	48	4	4	1.75	556	1.69	1.34	3.03
tri	957.1726	176.35289	39	-0.819498674	0.8870306	39	0.8333333	48	3	3	1	312	2.83999996	1.58	4.42
triage	1150.0217	184.17326	32	0.5384381783	1.0172459	32	0.7674419	43	6	6	1.7	766	1.55	1.42	2.97
triait	1136.1947	262.46219	41	0.357039838	1.133142	41	0.84	50	5	5	1.85	482	1.28000002	0.04	1.32
triangle	1000.2357	117.35057	44	-0.3813089122	0.6889824	44	0.9787234	47	7	7	2.95	690	10.67999993	3.42	14.1
triangles	984.5353	187.93773	47	-0.5769762819	1.0983156	47	0.9791667	48	7	7	2.95	575	2.57000003	0.41	2.98
tribord	1047.8748	122.55307	48	0.0075424931	0.7411492	48	0.96	50	6	5	1.95	665	1.28000002	3.79	5.07
tribunal	1017.4535	102.04577	50	-0.1670008699	0.6643921	50	1	50	8	8	3	743	14.9999999	35.35	50.35
tribunaux	1038.1955	139.43699	42	-0.2475477214	0.6416592	42	0.9767442	43	7	7	2.65	600	3.04000005	2.62	5.66
tribune	1088.9766	229.90403	42	0.0372061214	0.9218374	42	0.9767442	43	6	6	2.35	662	6.96000004	1.75	8.71
triche	981.313	157.82435	47	-0.6626223772	0.7676201	47	1	47	4	4	1.45	559	1.90000001	5.62	7.52
tricher	918.827	135.65721	47	-0.9509230374	0.788578	47	1	47	5	5	1.5	520	4.05000002	4.7	8.75
tricherie	967.4601	150.47322	46	-0.6342269285	0.86706	46	0.9787234	47	6	7	3.25	554	1.15	0.76	1.91
tricheur	972.5524	184.28432	49	-0.6561873832	0.837478	49	1	50	6	5	1.75	702	0.61000001	3.34	3.95
tricolore	1249.0862	174.92039	45	1.1443000938	1.0667417	45	0.9787234	47	8	6	2.85	929	6.08000004	0.3	6.38
tricot	956.7137	172.00721	46	-0.7257501887	0.9469258	46	0.9787234	47	5	5	1.7	517	11.95999995	1.25	13.21
tricotait	1085.1821	155.40212	48	0.2150665333	0.7927916	48	0.9795918	49	7	7	2.55	771	3.04000005	0.23	3.27
tricote	1018.7783	128.45672	46	-0.2954774616	0.6418969	46	0.9387755	49	6	6	2	660	1.42000002	0.65	2.07
tricoter	1053.8859	144.09832	45	-0.1379060526	0.8073693	45	0.9782609	46	7	7	1.9	733	3.10999998	1.37	4.48
trier	921.6285	176.54904	47	-0.9664704663	0.8195697	47	1	47	5	5	1.15	403	3.37999999	1.08	4.46
trimbale	1081.3327	113.11513	38	0.305433846	0.7523038	38	0.8837209	43	6	6	2.2	734	1.82000001	0.5	2.32
trimbaler	1218.758	218.56299	44	0.7905323852	1.0185826	44	0.9565217	46	7	7	2.45	683	1.82000001	0.42	2.24
trimer	1016.0351	233.50867	50	-0.4507383122	1.1294329	50	1	50	5	5	1.4	465	1.28000002	1.73	3.01
trimestre	1126.9123	150.83693	51	0.4543670364	0.6645579	51	0.9807692	52	8	8	2.9	719	4.79999995	2.44	7.24
tringle	1059.273	165.18588	46	-0.1960573127	0.8244915	46	0.9791667	48	5	5	1.9	501	1.56000003	0.16	1.72
tringler	1065.0341	201.63816	40	-0.0395064728	1.1676135	40	0.8510638	47	6	6	2.15	490	1.01000001	0.66	1.67
trinque	1126.7346	180.73663	39	0.3760701446	0.9707717	39	0.8478261	46	4	4	1.6	541	0.94999999	2.69	3.64
trinquer	929.79	152.04942	47	-0.7826301879	0.7753027	47	0.9591837	49	5	5	1.75	511	2.49999996	2.95	5.45
trinquons	941.3669	150.56072	52	-0.7735834686	0.6788943	52	1	52	5	5	2.9	504	0.27	3.04	3.31
trio	1037.4746	193.1197	42	-0.0726195537	1.157652	42	0.9130435	46	5	5	1.6	472	5.34000003	2.3	7.64
triompha	1127.8482	161.74507	43	0.5380066374	0.9989245	43	0.8958333	48	7	7	3.6	696	1.28000002	0.28	1.56
triomphal	1237.4424	182.17879	43	0.9779357299	0.8193149	43	0.9375	48	8	8	3.55	871	3.50999998	0.12	3.63
triomphe	1093.9116	93.13492	45	0.162761397	0.5973603	45	0.9574468	47	6	6	2.8	599	30.06999977	10.81	40.88
triompher	1119.2013	158.40135	44	0.2745863795	0.8521483	44	1	44	7	7	3.55	705	4.45999997	2.75	7.21
trip	1063.5326	116.10045	42	0.0574468976	0.6614069	42	0.9333333	45	4	4	1	560	1.21999998	4.37	5.59
triplait	1101.4819	146.90285	47	0.3405704293	0.9510518	47	0.9591837	49	6	6	1.85	573	0.07000001	0.01	0.08
triple	1102.5662	121.55997	44	0.3475311757	0.794917	44	0.9583333	48	5	5	1.65	554	8.30999998	5.86	14.17
tripler	1061.0846	124.84308	45	0.0403416603	0.8699238	45	0.9574468	47	6	6	1.85	589	0.27	0.47	0.74
tripotais	1099.0376	162.45923	45	0.0798049661	0.6841946	45	0.9787234	47	7	7	2.6	680	0.34000001	0.04	0.38
tripote	1040.0954	116.40493	48	-0.0613008328	0.7108478	48	0.98	50	6	6	1.9	707	1.55	1.76	3.31
tripoter	1044.062	219.51938	41	-0.2872632305	0.8027718	41	0.875	48	7	7	1.95	572	2.3	3.09	5.39
trique	1093.5838	207.97665	38	0.0945144485	1.0523864	38	0.7755102	49	4	4	1.2	489	4.11999999	2.8	6.92
triste	958.0235	150.53271	49	-0.7393470592	0.6706667	49	1	49	5	5	1.7	595	86.88999909	93.03	179.92
tristesse	1150.5816	142.40908	48	0.5874869201	0.9056954	48	1	49	7	6	2.75	833	46.95999951	12.91	59.87
tritons	1066.5847	178.99199	44	0.0249989359	0.8484827	44	0.9	50	5	5	2.85	558	0.20000001	0.46	0.66
tritura	1101.0256	212.12591	43	0.1913196159	0.8041042	43	0.8627451	51	7	7	2.7	701	0.27	0	0.27
triturais	1083.5696	143.71847	44	0.2264434336	0.7911557	44	0.9375	48	7	7	2.75	713	0.14	0.01	0.15
triturer	1098.6103	135.61033	43	0.1233092684	0.6544217	43	0.9361702	47	7	7	2.55	636	1.21999998	0.14	1.36
trivial	1127.4809	127.33952	45	0.5193056775	0.6026911	45	0.9375	48	7	7	2.55	705	1.28000002	0.47	1.75
troc	1007.4246	136.68036	42	-0.3603404483	0.8182462	42	0.9130435	46	4	3	1.25	571	1.75999999	1.08	2.84
trognon	1009.8107	134.1203	42	-0.4273748428	0.8105911	42	0.9347826	46	5	4	2.8	498	2.3	0.75	3.05
troisième	1200.4143	137.6961	52	0.9079351482	0.8703038	52	0.9811321	53	8	8	3.4	880	88.58000039	45.02	133.6
trombe	1117.6238	177.95353	34	0.4254826282	1.0244167	34	0.7	50	4	4	2.65	529	7.23000009	0.61	7.84
trombone	1095.3884	98.30282	46	0.3910380744	0.6047085	46	0.9387755	49	6	6	3.45	750	0.54	1.78	2.32
trompais	981.9435	96.20692	47	-0.4966462579	0.6586466	47	0.9791667	48	5	5	2.85	566	4.11999999	3.19	7.31
trompant	988.2486	125.10215	45	-0.4876209619	0.7518266	45	0.9375	48	5	5	2.8	514	1.61999999	0.28	1.9
trompe	971.6041	120.35678	44	-0.5740240467	0.6261003	44	0.9777778	45	4	4	2.4	524	20.41000013	30.46	50.87
tromper	1025.068	170.18964	42	-0.2505534358	0.8476133	42	0.9148936	47	5	5	2.65	558	22.16000026	27.42	49.58
tromperie	1072.6429	150.8705	48	-0.0842116551	0.6771114	48	1	48	6	7	4.35	643	1.69	1.17	2.86
trompette	1118.9043	139.85464	45	0.4447701954	0.8116453	45	0.9583333	48	6	5	2.8	702	5.61000001	5.71	11.32
trompeur	1038.9003	158.63257	45	-0.0627259757	0.8697028	45	1	45	6	5	2.8	804	1.42000002	0.75	2.17
trompeuse	1062.9472	120.72547	45	0.0168128919	0.6718697	45	1	45	6	6	3.7	729	2.43	0.22	2.65
tronçon	1070.5302	171.59855	45	0.245213465	1.0505268	45	0.9183673	49	5	5	3.8	551	2.03000001	0.17	2.2
tronc	1003.1473	154.76524	41	-0.4100504434	0.9283978	41	0.7884615	52	3	3	1.95	337	20.74000001	4.84	25.58
tronche	980.6807	143.59906	46	-0.5391879734	0.6407769	46	1	46	4	3	2.45	541	22.56999986	8.25	30.82
trop	967.6272	171.099	47	-0.6607064311	0.904888	47	0.94	50	3	3	1	396	789.99999363	859.54	1649.54
trophée	1027.1904	155.19374	43	-0.2417558526	0.7098694	43	0.9347826	46	5	4	1.7	568	2.57000003	4.85	7.42
trophées	1063.9361	249.26916	47	-0.2280983053	0.911003	47	0.9791667	48	5	4	1.7	568	2.36000002	2.17	4.53
tropical	1104.941	251.37587	43	0.0653060921	1.1242695	43	1	44	8	7	3.2	866	1.28000002	1.56	2.84
tropicale	1234.7187	142.33771	45	1.2770085557	1.0065552	45	1	46	8	7	3.2	940	2.77	0.96	3.73
tropicaux	1140.865	137.75223	41	0.6629302438	0.8119564	41	0.9130435	46	7	7	2.6	719	1.15	0.3	1.45
tropique	1013.4414	139.62156	47	-0.3088685157	0.7272642	47	0.9791667	48	6	6	1.9	642	0.20000001	0.43	0.63
tropiques	1108.851	125.18196	48	0.254827209	0.5845122	48	0.98	50	6	6	1.9	700	2.36999999	1	3.37
troquer	995.4916	157.67564	49	-0.4761983156	0.8734481	49	1	49	5	5	1.3	559	2.36000002	0.56	2.92
troquet	986.4287	187.02532	47	-0.5558525227	0.9922242	47	1	47	5	5	1.7	495	4.65999998	0.33	4.99
trottait	1077.5167	206.31683	41	-0.0052322792	0.9950537	41	0.8723404	47	5	5	1.75	589	2.15999998	0.54	2.7
trottant	1097.377	211.48364	41	0.1230957599	0.9443896	41	0.8541667	48	5	3	1.8	560	1.07999998	0	1.08
trotte	943.9606	166.68209	49	-0.7644489441	0.8980774	49	0.98	50	4	3	1.45	444	2.36999999	1.44	3.81
trotter	997.8538	98.6534	40	-0.4498363944	0.5466664	40	0.8333333	48	5	5	1.5	551	2.63999997	0.9	3.54
trottina	1143.776	118.65727	43	0.5768964422	0.6617385	43	0.9565217	46	7	7	2.7	733	0.20000001	0	0.2
trottiner	1121.2943	166.62613	45	0.20208788	0.7336879	45	1	46	7	7	2.65	716	1.61999999	0.03	1.65
trottinez	1116.2155	167.86907	43	0.2346349007	0.7883089	43	1	43	7	7	2.65	729	0	0.14	0.14
trottoir	1086.7178	115.97802	44	0.2882116521	0.6514367	44	0.9782609	46	7	3	2.35	813	70.54000069	9.93	80.47
trou	889.2717	130.18215	44	-1.3002364474	0.7117124	44	0.9565217	46	3	3	1.35	294	76.08000071	75.32	151.4
troubla	1006.1197	136.33341	44	-0.3165672447	0.7072408	44	1	44	6	6	2.35	570	3.50999998	0.03	3.54
troublait	983.6766	154.47904	45	-0.5489964277	0.7529644	45	0.9782609	46	6	6	2.3	569	4.59000003	0.76	5.35
troublant	978.2059	135.26905	48	-0.4767771567	0.6156485	48	0.98	50	6	6	2.35	525	5.26999999	1.53	6.8
trouble	1064.9221	167.3538	48	-0.0269479924	0.9123799	48	1	48	5	5	1.8	588	33.18000013	12.39	45.57
troubler	1025.6843	138.15725	49	-0.2051207552	0.881938	49	0.98	50	6	6	1.85	545	8.45000003	2.94	11.39
trouer	946.3803	190.09005	43	-0.8759729265	0.8213994	43	1	43	4	4	1.7	424	1.34999999	1.32	2.67
troufions	1129.7381	139.68982	31	0.5593959324	0.8159796	31	0.6956522	46	6	5	3.3	550	1.07999998	0.34	1.42
trouille	1242.3208	128.3033	32	1.0295684919	0.710235	32	0.6875	48	4	4	1.45	563	14.46000001	16.9	31.36
troupe	1031.7068	125.25181	44	-0.1487880426	0.799051	44	0.9565217	46	4	4	1.35	529	32.29999973	10.3	42.6
troussée	1200.1796	253.5585	29	0.8522182047	1.1733303	29	0.7073171	41	5	5	1.6	593	0.80999998	0.11	0.92
trousse	1034.8514	238.31133	45	-0.4593387053	0.9869535	45	1	46	4	4	1.4	600	4.86000005	3.89	8.75
trousseau	1089.6432	183.56844	44	0.1247058721	0.7725139	44	1	44	5	5	1.8	561	5.41000001	2.13	7.54
trouva	894.9632	103.49237	46	-1.1100541557	0.5341358	46	1	46	5	5	1.9	500	59.52999945	4.37	63.9
trouvâmes	1164.3567	210.81364	41	0.499556933	0.9442233	41	0.875	48	6	6	2.55	624	2.69999997	0.28	2.98
trouvai	939.5824	208.22868	40	-0.8337203517	1.2330237	40	0.9756098	41	5	5	1.9	509	18.51000003	1	19.51
trouvais	956.9479	165.82456	43	-0.7435748131	0.9326293	43	1	44	5	5	1.9	505	37.83999989	13.84	51.68
trouvant	956.2565	121.20775	51	-0.650905907	0.7537431	51	0.9622642	53	5	5	1.95	501	15.13999999	2.57	17.71
trouve	948.9963	158.348	44	-0.7547610007	0.8753841	44	1	44	4	4	1.6	576	163.78000056	284.45	448.23
trouvera	984.1365	204.23764	45	-0.5946773816	0.9506783	45	0.9375	48	6	7	3.9	563	11.42000012	29.3	40.72
trouverai	982.636	208.60797	49	-0.5524227848	0.9438361	49	1	50	6	7	3.9	540	4.11999999	26.27	30.39
trouveur	1171.4375	295.70388	29	0.5213525884	1.3741214	29	0.6956522	46	6	5	1.9	731	0	0.02	0.02
trouviez	960.9347	151.30901	30	-0.5680329238	0.8699913	30	0.6666667	45	6	6	1.9	495	1.01000001	2.98	3.99
trouvions	988.3868	128.6486	40	-0.4527940292	0.7842997	40	0.8510638	47	6	6	3.15	539	6.28000001	1.39	7.67
trouvons	969.0037	159.04728	47	-0.6524811214	0.7848149	47	0.9791667	48	5	5	2.75	476	4.31999997	10.25	14.57
truand	952.7602	142.93049	47	-0.7906040708	0.6763517	47	1	47	4	4	1.85	466	2.57000003	2.52	5.09
truc	1088.9619	171.07674	46	0.0423815076	0.7736773	46	0.9019608	51	4	4	1.6	578	51.14999967	274.94	326.09
trucidant	1091.1421	173.41888	44	0.3541891406	1.0431236	44	0.9183673	49	7	7	2.75	634	0.07000001	0	0.07
truelle	1035.5679	186.87316	39	-0.2753016456	1.0880548	39	0.9069767	43	5	4	1.95	608	2.3	0.73	3.03
truffé	1057.7231	190.92496	43	-0.0663383712	0.9886234	43	0.9565217	46	5	5	1.8	534	0.74000001	0.69	1.43
truffe	947.8764	144.08512	47	-0.844401872	0.6968134	47	1	47	4	4	1.8	474	3.51999995	0.89	4.41
truffier	1099.8878	172.12631	33	0.3686515949	1.0892391	33	0.7058824	51	6	5	1.95	557	0.14	0	0.14
truie	912.8401	115.83906	45	-1.0272975297	0.5989883	45	0.9782609	46	4	4	1.7	346	2.15999998	3.16	5.32
truite	936.4027	128.01487	48	-0.958149652	0.5121189	48	1	48	5	5	1.95	535	3.37999999	2.35	5.73
truqué	910.9414	125.63659	41	-1.0241833856	0.6190668	41	0.9534884	43	5	5	1.65	489	1.42000002	2.7	4.12
tsigane	1190.7339	172.11562	40	0.8804752028	1.0069238	40	0.8723404	47	6	2	2.75	716	0.21	0.41	0.62
tu	963.2929	175.48899	40	-0.6623326954	1.0193259	40	0.8510638	47	2	2	1	261	2537.37002124	14669.7	17207.07
tua	900.4228	130.62988	44	-1.089546507	0.8921027	44	0.9166667	48	3	3	1.8	355	2.03000001	2	4.03
tuaient	1061.0376	223.07829	45	-0.2489809147	0.8518033	45	0.9375	48	3	3	1.75	526	1.28000002	0.91	2.19
tuant	927.6713	162.42819	45	-1.0006502599	0.8956378	45	1	45	3	3	1.8	396	2.63999997	7.15	9.79
tube	947.0778	132.38599	50	-0.798252695	0.6068689	50	1	50	3	3	1.3	419	11.35000007	12.16	23.51
tubercule	1213.8938	139.16021	43	1.1392953462	0.683203	43	0.9791667	48	8	8	3.45	973	0.34000001	0.02	0.36
tuer	862.7691	119.64428	44	-1.3746011932	0.5776659	44	0.9777778	45	3	3	1.5	321	65.54000053	346.18	411.72
tuera	1037.7165	179.12564	48	-0.1487118046	0.8555282	48	0.98	50	4	4	1.6	554	1.42000002	19.27	20.69
tuerai	1065.3162	190.80572	33	-0.0105430468	0.9745062	33	0.6875	48	4	4	1.45	463	2.97000003	18.55	21.52
tuerais	1008.059	167.42961	46	-0.4290018713	0.97714	46	0.9787234	47	4	4	1.45	523	1.15	6.7	7.85
tuerie	1026.97	136.52173	36	-0.2764147231	0.7162457	36	0.8571429	42	4	4	1.4	477	1.34999999	2.22	3.57
tuerons	1112.8714	214.31428	34	0.2731997775	1.0541878	34	0.7391304	46	4	4	2	507	0.07000001	1.69	1.76
tueur	941.5996	141.20933	46	-0.8390076527	0.7327183	46	0.9791667	48	4	3	1.9	607	7.29999995	52.42	59.72
tueuse	968.0208	160.22785	38	-0.7419010228	0.7868551	38	0.8636364	44	4	3	2.45	489	0.27	6.26	6.53
tuile	1025.6607	194.72628	41	-0.4000467533	0.7168432	41	0.9111111	45	4	4	1.8	576	2.83999996	1.28	4.12
tulipe	936.3349	142.8455	46	-0.806890661	0.9255705	46	0.9787234	47	5	5	2.2	553	0.54	1.53	2.07
tulle	1024.7706	157.72874	36	-0.2640008556	0.8330179	36	0.7346939	49	3	3	1.15	507	3.31	0.19	3.5
tuméfié	1116.4289	157.04153	37	0.5584293858	0.6680015	37	0.8510638	47	7	6	2.85	711	1.49000002	0.36	1.85
tumeur	952.8524	120.33338	48	-0.6716355194	0.6808984	48	0.9795918	49	5	4	1.8	640	1.28000002	6.7	7.98
tumulte	1168.3161	141.98885	38	0.667634223	0.9521062	38	0.8666667	45	6	6	2.75	691	12.0900001	1.07	13.16
tunique	1042.0991	114.51064	45	-0.0915816361	0.8321035	45	0.9782609	46	5	5	1.75	647	8.03999999	1.07	9.11
tunnel	945.94	170.65554	46	-0.814387569	0.6876883	46	0.9787234	47	5	5	1.85	650	12.29999997	15.88	28.18
tuons	1077.2199	183.48131	43	0.1443775608	0.7880011	43	0.9772727	44	3	3	2	514	0.40999999	2.27	2.68
turbine	1142.2646	189.84478	46	0.4498399701	0.9006033	46	1	46	6	6	2.3	762	1.34999999	0.67	2.02
turbinez	1184.7888	209.08088	37	0.913361453	1.0795953	37	0.8297872	47	7	7	2.55	707	0.07000001	0	0.07
turbo	1055.4851	141.19676	47	-0.0554612945	0.7925537	47	1	47	5	5	1.8	503	0.54	1.03	1.57
turbulent	1022.2386	158.58343	45	-0.1885008339	0.7339085	45	0.9782609	46	7	7	2.75	606	1.49000002	0.61	2.1
turquoise	1071.2413	154.69901	45	0.1026176501	0.8479873	45	0.9782609	46	7	5	2.95	776	3.37999999	0.58	3.96
tutelle	994.8534	142.04241	44	-0.5122927815	0.7333735	44	1	44	5	4	1.95	608	2.43	2	4.43
tuteur	973.9914	193.93647	45	-0.7337658282	0.7655071	45	1	45	5	4	1.75	644	2.03000001	3.28	5.31
tutoie	1014.3797	186.15881	41	-0.2875341336	0.9470579	41	0.9111111	45	5	5	1.95	503	2.36000002	1.25	3.61
tutoierai	1229.5329	257.79736	36	0.9975605572	1.1007323	36	0.7647059	51	7	7	2.85	637	0.07000001	0	0.07
tutoyait	1029.3191	121.72387	50	-0.2231131403	0.6451679	50	0.9803922	51	7	7	3.05	700	1.75999999	0.37	2.13
tutoyer	1062.1599	189.35201	44	-0.0911384169	0.932809	44	0.9777778	45	7	7	2.75	676	2.83999996	3.05	5.89
tutu	1115.787	236.42922	42	0.2181116933	1.0171858	42	0.875	48	4	4	1.95	497	2.77	0.83	3.6
tuyau	928.1203	200.32038	47	-0.9705188353	1.0904046	47	0.9791667	48	5	5	1.95	493	11.95999995	17.51	29.47
tuyautait	1262.0967	241.25045	36	1.2872622704	1.0965841	36	0.8478261	46	7	7	3.25	789	0.07000001	0.01	0.08
tympan	1006.6485	206.50142	42	-0.3212432223	1.0047046	42	0.84	50	4	4	1.9	450	2.49999996	0.36	2.86
type	1067.4454	199.96534	44	-0.0394000205	1.0352361	44	0.9375	48	3	3	1	533	145.94999986	280.62	426.57
typhon	1019.5708	125.63342	43	-0.2782723978	0.8657386	43	0.8958333	48	4	4	2.45	539	1.28000002	0.72	2
typique	1004.166	151.60178	48	-0.3643470829	0.8995755	48	1	49	5	5	1.75	611	2.3	8.62	10.92
tyrannie	1021.1751	142.01777	43	-0.2703956675	0.6944207	43	0.9777778	45	6	6	1.9	550	2.43	2.5	4.93
ultérieur	1125.7222	217.88747	48	0.3155982236	0.9789172	48	1	48	8	8	3.55	845	0.40999999	0.27	0.68
ultimatum	1178.7727	162.49162	44	0.5729221008	0.8511954	44	0.9787234	47	9	7	4.55	960	1.55	1.23	2.78
ultime	1091.8339	165.97494	27	0.3227410832	1.2608738	27	0.7179487	39	5	5	2.35	623	21.49000024	8.01	29.5
un	885.8555	190.29552	44	-1.1960186403	1.116155	44	0.9166667	48	1	1	1.05	248	13946.29992043	12685.5	26631.8
unanime	1017.65	137.99823	45	-0.25696176	0.8658247	45	0.9791667	48	6	6	2.7	728	4.65999998	1.77	6.43
unanimité	1145.3857	167.06109	48	0.6122039987	1.0859124	48	0.98	50	9	8	3.35	801	3.78000004	2.63	6.41
une	924.2963	127.49991	45	-0.8877167554	0.8080214	45	0.9787234	47	2	2	1	449	9830.81006324	8133.53	17964.34
uni	903.7965	208.14617	47	-1.1880656987	0.8792647	47	1	47	3	3	1.6	428	6.35000002	2.32	8.67
uniforme	1073.6612	227.67133	46	-0.2777298334	0.9545405	46	1	47	7	7	2.8	766	43.57999957	26.06	69.64
union	903.4559	176.98355	49	-1.0937355777	0.8713591	49	1	50	4	4	2.7	455	29.18999979	18.1	47.29
unique	944.2773	90.04487	49	-0.768417605	0.494262	49	1	49	4	4	1.45	561	66.76000042	43.12	109.88
unir	1025.607	117.16864	37	-0.295570353	0.7855488	37	0.787234	47	4	4	1.7	568	5.13999998	5.84	10.98
unissais	1109.1399	207.06618	37	0.2589918955	1.0752193	37	0.902439	41	5	5	2.25	583	0.07000001	0	0.07
unissant	1109.3768	155.9284	46	0.3410563978	1.0007688	46	0.9387755	49	5	5	1.85	585	1.28000002	0.14	1.42
unissent	1131.3442	232.85791	42	0.4455673278	1.1912365	42	0.8571429	49	4	4	1.7	590	2.09	1.23	3.32
unisson	995.8293	156.66168	46	-0.5294267484	0.8683174	46	0.9787234	47	5	5	2.8	586	4.52999998	0.81	5.34
unité	922.2205	162.171	45	-0.8318879493	0.8810882	45	0.9574468	47	5	5	1.95	556	25.06999993	29.29	54.36
univers	1021.0726	120.36599	47	-0.3124790971	0.6473447	47	1	48	6	6	2.5	791	58.45000014	34.21	92.66
universel	1043.6794	143.49657	46	-0.0448021222	0.9608769	46	1	46	9	9	3.45	851	6.75999998	2.96	9.72
uranium	1118.5997	148.95169	44	0.3608212968	0.7847731	44	0.9777778	45	7	6	2.85	733	0.46999998	1.6	2.07
urbain	1093.185	151.53948	41	0.1482848831	0.7808396	41	0.9111111	45	4	4	1.95	489	1.88999998	0.96	2.85
urbaine	983.395	148.6141	44	-0.4494218624	0.8771529	44	1	44	5	4	2.1	640	1.34999999	1.28	2.63
urgence	970.4206	123.45441	42	-0.6820950896	0.5239156	42	1	43	5	5	2.2	708	21.35000013	38.78	60.13
urgent	926.0356	135.56005	48	-0.9250525221	0.7220561	48	1	48	4	4	1.8	459	11.68999994	26.77	38.46
urgente	995.6237	108.92342	46	-0.4665058357	0.6193913	46	1	47	5	5	2.3	646	2.91000002	3.18	6.09
urinaient	921.183	96.38912	45	-0.8751356682	0.5108037	45	1	45	5	5	1.85	528	0.07000001	0.12	0.19
urinant	1037.4471	221.07153	44	-0.4673559796	0.9105222	44	1	44	5	5	1.9	524	0.07000001	0.06	0.13
urine	871.057	85.19071	45	-1.2009057726	0.4675283	45	1	45	4	4	1.7	563	6.48000004	4.96	11.44
uriner	945.5449	148.73266	47	-0.8200041411	0.8045439	47	1	47	5	5	1.8	536	1.34999999	0.86	2.21
urne	1031.6037	169.52597	40	-0.1778963297	0.872827	40	0.8510638	47	3	3	1.5	433	1.95999999	1.94	3.9
usage	979.4747	110.2323	44	-0.5468929692	0.6152638	44	1	44	4	4	1.95	734	42.30000036	13.26	55.56
usagers	969.1062	102.75939	49	-0.62787371	0.5275274	49	0.98	50	5	5	2	600	0.94999999	0.05	1
usai	855.43	168.28866	43	-1.4536080862	1.1351334	43	1	43	3	3	1.85	427	0.40999999	0	0.41
usaient	911.9074	137.16035	50	-1.0441756224	0.7187709	50	1	50	3	3	1.85	428	1.49000002	0.14	1.63
usant	895.5327	134.30938	45	-1.041039515	0.9262963	45	1	45	3	3	1.8	430	2.49999996	0.98	3.48
use	945.9338	195.97386	47	-0.8760865757	1.0601518	47	0.9591837	49	2	2	1.1	407	4.59000003	3.19	7.78
usine	1006.2809	71.18423	40	-0.2035213308	0.603727	40	0.9302326	43	4	4	1.9	677	28.58000002	43.55	72.13
ustensile	1083.085	174.25208	47	0.2146898746	0.8355754	47	1	47	7	4	3	857	1.34999999	0.27	1.62
usuel	1035.069	138.36945	43	-0.1627603633	0.835679	43	0.9565217	46	5	5	2.6	699	0.40999999	0.04	0.45
usure	928.0755	146.38152	48	-0.9391484308	0.7450456	48	1	48	4	4	1.95	616	10.00000012	1.77	11.77
usurier	1142.997	212.22692	39	0.5504092194	1.0171497	39	0.8695652	46	6	6	2.6	663	0.61000001	1.2	1.81
usurpées	1136.5117	138.2119	45	0.5068618705	0.7572004	45	0.9782609	46	6	6	2.75	710	0.14	0	0.14
utérus	992.9746	133.8602	45	-0.418429943	0.7025793	45	1	45	6	5	2.75	775	0.67999999	2.88	3.56
utile	891.9857	110.19637	45	-1.1643077838	0.5988117	45	0.9782609	46	4	4	1.8	563	25.1399998	38.69	63.83
utilement	1085.7159	224.33708	38	0.2283738565	1.2314582	38	0.8695652	46	6	5	2.85	579	1.49000002	0.03	1.52
utilisais	1056.6665	136.11017	44	-0.1158490416	0.6827474	44	1	44	7	7	2.7	659	0.46999998	1.15	1.62
utilisant	1077.8378	144.9843	46	0.1072510133	0.7558386	46	1	46	7	7	2.7	651	3.72000001	5.73	9.45
utilise	1044.8023	162.84211	47	-0.1872941216	0.7988242	47	1	47	6	6	2.55	790	2.97000003	31.68	34.65
utiliser	1009.6517	130.20501	49	-0.3129326044	0.7920662	49	1	49	7	7	2.55	670	15.60999991	61.97	77.58
utilisera	1125.152	185.52486	45	0.4668302476	0.7665374	45	1	45	8	9	5.05	787	0.14	1.62	1.76
utilisons	1141.2897	191.5117	44	0.5042558053	0.9682968	44	0.9565217	46	7	7	3.55	655	0.07000001	3.04	3.11
utilité	1054.7881	146.7791	48	-0.1718280552	0.6591806	48	0.98	50	7	7	1.95	684	6.49000004	4.15	10.64
vécés	1072.4713	203.50868	41	0.0168150093	0.833525	41	0.9318182	44	4	2	1.45	526	1.07999998	0.01	1.09
vécu	1035.3173	178.05379	46	-0.2043609995	0.7845942	46	1	46	4	4	1.75	609	60.13999938	52.7	112.84
vécurent	1121.3712	124.54328	46	0.5463088101	0.7403765	46	1	46	5	5	1.95	705	1.15	1.65	2.8
végété	1225.989	214.52031	33	0.9106436125	1.1134486	33	0.7906977	43	6	6	2.65	617	0.14	0.01	0.15
végétal	1071.1209	165.34144	44	0.04521247	0.8662483	44	1	46	7	7	2.85	831	3.97999997	0.36	4.34
végétaux	1046.5483	147.51337	48	-0.1145136756	0.6111952	48	1	48	6	6	2.8	626	1.95999999	0.31	2.27
véhémence	1129.3629	147.18922	33	0.4497976995	0.891951	33	0.7555556	45	6	6	2.8	882	5.06999998	0.31	5.38
véhément	1059.2806	154.92419	36	-0.0236235721	0.9015845	36	0.8043478	46	5	5	2.45	574	1.49000002	0.02	1.51
véhémente	1199.7238	170.1579	35	0.871148529	0.8380937	35	0.8181818	44	6	6	2.75	801	1.88999998	0.28	2.17
